ID,YEAR,DEPARTMENT_DESCR,COLLEGE_DESCR,FTPT,FirstTerm_CreditHours,FirstTerm_GPA,OneYear retention,TwoYear retention
1648446,2017,School of Allied Health,College of Health & Human Sci,FT,13,3.046,1,
1949509,2017,School of Nursing,College of Health & Human Sci,FT,12,3.9,1,1
6549038,2016,School of Nursing,College of Health & Human Sci,FT,10,0.2,,
8548846,2016,Dept of Psychology,College of Arts & Sciences,FT,12,2.875,,
9748242,2016,Early College High School,The University of Akron,FT,3,0,1,
7449598,2016,Early College High School,The University of Akron,FT,12.5,2.032,,
9447875,2016,Dept of Finance,College of Business,FT,13,3.077,1,1
1242022,2018,School of Communication,College of Arts & Sciences,FT,13,3.631,1,1
9345079,2020,LBJFF School of Education,College of Arts & Sciences,FT,16,3.944,1,
9045027,2020,Dept of Marketing,College of Business,FT,13,3.308,1,
9644813,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.65,1,
8945124,2020,Dept of Psychology,College of Arts & Sciences,FT,0,0,1,
7145435,2021,LBJFF School of Education,College of Arts & Sciences,FT,3,0,,
9040703,2018,LBJFF School of Education,College of Arts & Sciences,FT,14,2.693,1,1
6340701,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,15,3.127,1,1
6744955,2019,Engineering & Science Tech,College of Engr & Polymer Sci,FT,10,2.86,1,1
0344836,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,3.154,1,1
6644278,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,15,3.8,1,
7149370,2018,,The University of Akron,FT,16,1.869,,
6945228,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,9,0.9,,
3245125,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,3.356,1,
5642021,2017,Early College High School,The University of Akron,PT,2,4,,
2843182,2018,,The University of Akron,FT,5,2.8,,
2243184,2018,Dept of Finance,College of Business,FT,16,3.7,1,1
6449318,2016,Early College High School,The University of Akron,FT,13,3.908,1,1
7640454,2017,Arts & Sciences Dean,College of Arts & Sciences,FT,13,3.385,1,1
2441016,2017,Dept of Management,College of Business,FT,13,2.492,1,
6426624,2017,Dept of Psychology,College of Arts & Sciences,FT,13,3.569,1,1
7540377,2017,Business Dean,College of Business,FT,17,3.359,1,1
3238935,2016,LBJFF School of Education,College of Arts & Sciences,FT,5,2.4,,1
1448788,2017,School of Nursing,College of Health & Human Sci,FT,15,3.94,1,1
5349601,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.35,1,1
1747794,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,15,4,1,1
0045392,2021,LBJFF School of Education,College of Arts & Sciences,FT,12,2.575,,
2845054,2020,Business Dean,College of Business,FT,16,3.119,1,
8845354,2021,Department of Biology,College of Arts & Sciences,FT,14,2.65,,
1325952,2017,Dept of Geosciences,College of Arts & Sciences,FT,14,0,,
0144630,2020,School of Nursing,College of Health & Human Sci,FT,11,3.245,1,
4049694,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,7,2.9,,
4345386,2021,School of Nursing,College of Health & Human Sci,FT,12,0.225,,
9938416,2016,Social Work,College of Health & Human Sci,FT,16,3.794,1,1
2549609,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,5,2.98,1,1
1649304,2016,Dept of Psychology,College of Arts & Sciences,FT,11,3.209,1,1
4040283,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,17,3.612,1,1
9647705,2017,School of Nursing,College of Health & Human Sci,FT,15,3.673,1,1
9748959,2019,Social Work,College of Health & Human Sci,FT,15,3.14,1,
1444865,2019,School of Nursing,College of Health & Human Sci,FT,10,1.94,,
4845095,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,9,3.433,1,1
1244932,2019,Dept of Political Science,College of Arts & Sciences,FT,16,3.769,1,1
1347792,2017,Business Dean,College of Business,FT,16,2.988,1,1
5024840,2018,Myers School of Art,College of Arts & Sciences,FT,15,3.26,,
1244975,2019,,The University of Akron,FT,15,2.913,1,1
9339119,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.808,1,1
8547778,2016,Early College High School,The University of Akron,FT,12,1.675,,
1849039,2016,Arts & Sciences Dean,College of Arts & Sciences,FT,4,1.825,1,1
0445124,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,2.54,,
3645072,2020,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,10,2.46,,
3245327,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,13,2.162,,
7744293,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,0,0,,
8645095,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,9,2,,
8445163,2020,LBJFF School of Education,College of Arts & Sciences,FT,15,3.86,1,
0944642,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.5,1,
4144058,2019,Dept of Marketing,College of Business,FT,13,2.815,1,1
7544293,2020,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,16,3.694,1,
6744043,2020,School of Music,College of Arts & Sciences,FT,15,3.433,1,
8049600,2019,Department of Sociology,College of Arts & Sciences,FT,16,2.563,1,1
6648444,2017,LBJFF School of Education,College of Arts & Sciences,FT,16,2.8,1,
6145080,2020,School of Nursing,College of Health & Human Sci,FT,9,3.778,1,
2349109,2016,Dept of Chemistry,College of Arts & Sciences,FT,13,3.015,1,
4138724,2018,Myers School of Art,College of Arts & Sciences,PT,6,3.35,1,
6549440,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,1.845,,
4844830,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,3.34,1,1
9345039,2020,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,11,2.964,1,
6044914,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,3.9,1,
1544840,2019,LBJFF School of Education,College of Arts & Sciences,FT,9,2.611,1,1
4141996,2017,Early College High School,The University of Akron,FT,15,2.467,1,1
8145064,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.507,1,
8044952,2019,Dept of Marketing,College of Business,FT,14,2.964,1,
5847730,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.129,1,1
9145049,2020,Dept of History,College of Arts & Sciences,FT,13,2.531,1,
7545140,2020,School of Nursing,College of Health & Human Sci,FT,12,1.35,,
3525546,2016,Business Dean,College of Business,FT,15,3.48,1,1
4543204,2021,Myers School of Art,College of Arts & Sciences,FT,12,2.5,,
6645360,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.825,,
4145260,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.414,,
7525530,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,11,2.964,1,1
5147841,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,2.638,1,1
4745301,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,3.8,,
3748661,2017,Dept of Geosciences,College of Arts & Sciences,FT,11,2.727,1,1
2745232,2021,Engineering & Science Tech,College of Engr & Polymer Sci,FT,15,3,,
0442978,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,12,3.025,1,1
6640722,2018,Business Dean,College of Business,FT,16,3.813,1,1
7241091,2018,School of Nursing,College of Health & Human Sci,FT,15,3.86,1,1
8143175,2018,School of Nursing,College of Health & Human Sci,FT,15,0.247,,
9525554,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,3.038,1,1
0343149,2018,,The University of Akron,FT,2,0,,
5541917,2018,Business Dean,College of Business,FT,12,3.417,1,1
8745110,2020,Department of Biology,College of Arts & Sciences,FT,8,3.625,1,
5444066,2019,LBJFF School of Education,College of Arts & Sciences,FT,13,3.7,1,1
4041999,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,16,3.375,1,1
0243205,2021,Dept of Marketing,College of Business,FT,17,3.147,,
9844013,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,3.327,1,1
7225852,2016,Myers School of Art,College of Arts & Sciences,PT,6,3.65,1,1
1948977,2016,Early College High School,The University of Akron,FT,5,2.92,1,1
1341891,2019,Dept of Political Science,College of Arts & Sciences,FT,16,2.869,1,1
2340699,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.143,1,1
3142513,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,6,1,,
3648933,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,18,4,1,1
8349653,2017,Early College High School,The University of Akron,FT,8,3.188,1,
7040737,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,2.721,1,1
3944902,2018,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,11,2.918,1,1
6044976,2019,Engineering & Science Tech,College of Engr & Polymer Sci,FT,13,3.292,1,
3441174,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,5,3.2,1,
9943057,2019,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,4,1,1
1344815,2021,School of Nursing,College of Health & Human Sci,FT,16,3.813,,
7538713,2017,School of Nursing,College of Health & Human Sci,FT,15,2.973,1,1
6245304,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,2.4,,
6642803,2018,School of Nursing,College of Health & Human Sci,FT,18,2.889,1,1
9745250,2021,,The University of Akron,FT,12,2.975,,
3548343,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,3.714,1,1
2548572,2017,Dept of Marketing,College of Business,FT,16,3.513,1,1
8545195,2020,Dept of Psychology,College of Arts & Sciences,FT,10,2.26,1,
3745130,2020,LBJFF School of Education,College of Arts & Sciences,FT,2,0,1,
0043928,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,4,1,1
8927260,2016,Business Dean,College of Business,FT,13,3.377,1,1
2840928,2017,,The University of Akron,FT,15,3.6,1,1
8545158,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.444,1,
3941917,2019,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,3.493,1,1
7244570,2020,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.693,1,
4844942,2021,Department of Biology,College of Arts & Sciences,FT,14,2.221,,
1543025,2019,Dept of Geosciences,College of Arts & Sciences,FT,12,2.908,1,1
9040107,2017,Coll of App Sci & Tech Dean,College of Applied Sci & Tech,FT,12,2.667,1,1
2642012,2017,School of Communication,College of Arts & Sciences,FT,7,2.586,1,1
4747595,2017,Disaster Sci & Emergency Serv,College of Health & Human Sci,FT,15,2.68,,
7541163,2017,Dept of Marketing,College of Business,FT,17,4,1,1
1942405,2018,Department of Biology,College of Arts & Sciences,PT,3,2.3,1,
7047834,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,14,3.543,1,1
8348959,2016,Early College High School,The University of Akron,FT,8,2.325,1,1
7242919,2019,Arts & Sciences Dean,College of Arts & Sciences,FT,13,3.623,1,1
7941130,2020,LBJFF School of Education,College of Arts & Sciences,FT,14,3.429,1,
0037758,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,3.735,1,1
7248369,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,12,3.442,1,1
3247923,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.794,1,1
5037804,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,4,1,1
3538076,2016,Department of Sociology,College of Arts & Sciences,FT,15,3.8,1,1
9337825,2016,LBJFF School of Education,College of Arts & Sciences,FT,15,4,1,1
3544779,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.944,1,
0644872,2019,Dept of Marketing,College of Business,FT,0,0,1,
1445003,2020,LBJFF School of Education,College of Arts & Sciences,FT,9,2.333,1,
5048957,2018,,The University of Akron,FT,12,3.642,1,1
5245151,2020,Dept of Marketing,College of Business,FT,8,3.363,1,
6248586,2017,Dept of Economics,College of Business,FT,17,3.659,1,1
2245323,2021,Department of Biology,College of Arts & Sciences,FT,15,3.94,,
8745107,2020,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,13,3.654,1,
8542025,2017,Early College High School,The University of Akron,FT,6,2.667,1,
5148572,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,4,1,
1348511,2017,LBJFF School of Education,College of Arts & Sciences,FT,16,3.55,,
2349656,2017,Dept of Marketing,College of Business,FT,3,2,,
0644814,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,12,1.917,,
2549556,2017,Dept of Mathematics,College of Arts & Sciences,FT,2,3.7,1,
7727245,2016,Business Dean,College of Business,FT,15,4,1,1
0927230,2016,Dept of Geosciences,College of Arts & Sciences,FT,15,3.593,1,1
2448461,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,12,4,1,1
4940398,2018,,The University of Akron,FT,16,3.131,1,
0141699,2017,Early College High School,The University of Akron,FT,5,2.58,1,
9827239,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,16,3.575,1,1
1940394,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,3,0,,
5944017,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,4,1,1
3445265,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,9,0,,
6627240,2016,School of Music,College of Arts & Sciences,FT,15,3.667,1,1
1540761,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,4,1,1
5149698,2018,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,17,3.694,1,1
5742533,2018,LBJFF School of Education,College of Arts & Sciences,FT,14,3.721,1,1
2945187,2021,School of Nursing,College of Health & Human Sci,FT,16,4,,
5344806,2020,Myers School of Art,College of Arts & Sciences,FT,15,4,1,
9845152,2020,School of Nursing,College of Health & Human Sci,FT,3,3.767,1,
6845077,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,16,3.213,1,
2845306,2021,,The University of Akron,FT,14,3.414,,
1942008,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,PT,5,4,1,1
2449350,2017,School of Nursing,College of Health & Human Sci,FT,12,2.825,1,1
8841088,2018,Department of Biology,College of Arts & Sciences,FT,15,2.487,,1
8742199,2019,Dept of Psychology,College of Arts & Sciences,FT,16,3.575,1,
7641119,2017,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,7,2.471,1,1
6944818,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.207,1,1
5849649,2017,LBJFF School of Education,College of Arts & Sciences,FT,15,3.573,1,1
6845119,2020,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,13,3.485,,
8248459,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.164,1,1
2240747,2018,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,13,3.3,1,1
5438057,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,2.553,1,1
7449590,2018,Arts & Sciences Dean,College of Arts & Sciences,FT,12,3,1,1
3344986,2020,School of Music,College of Arts & Sciences,FT,20,3.895,1,
7944796,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,8,2.238,1,
5242532,2018,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,2.7,1,1
1444977,2019,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.26,1,1
3942373,2018,School of Music,College of Arts & Sciences,FT,20,3.12,1,1
5240251,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,15,4,1,1
8325810,2017,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,3.5,1,1
5640753,2018,Business Dean,College of Business,FT,13,2.592,,
8944344,2019,Dept of Psychology,College of Arts & Sciences,FT,13,2.931,1,1
9643149,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,9,0,,
3327134,2016,Myers School of Art,College of Arts & Sciences,FT,15,3.88,1,1
1045046,2020,School of Nursing,College of Health & Human Sci,FT,12,3.408,1,
5945267,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,12,2.725,,
1040950,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,3,0,,
0743162,2017,School of Communication,College of Arts & Sciences,FT,11,2.145,1,
3041154,2017,Department of Sociology,College of Arts & Sciences,FT,13,2.285,1,
5144045,2018,Dept of Geosciences,College of Arts & Sciences,FT,12,3.517,1,
2947644,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,2.271,1,1
6049499,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,17,3.982,1,1
4447834,2016,Business Dean,College of Business,FT,19,2.953,,
5147825,2016,Dept of Management,College of Business,FT,13,3.154,1,
0349633,2017,Department of Biology,College of Arts & Sciences,FT,10,3.19,1,1
2443094,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,18,4,1,1
6645392,2021,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,4,1.275,,
5545186,2020,Accountancy,College of Business,FT,5,3.22,1,
1639064,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,9,2.522,1,1
4745414,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,2.9,,
0345325,2021,Dept of Psychology,College of Arts & Sciences,FT,14,4,,
3324999,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,3.94,,1
3045231,2021,Dept of Marketing,College of Business,FT,13,3.377,,
0245024,2020,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,6,1.8,1,
7245447,2021,Department of Biology,College of Arts & Sciences,FT,14,3.35,,
7249348,2017,Department of Sociology,College of Arts & Sciences,FT,17,4,1,1
2741972,2019,School of Nursing,College of Health & Human Sci,FT,15,3.793,1,1
